id,title,base_kind,default_base,servings_per_batch,notes,categories,family
crispy-chicken-salad-mango-dressing,Crispy Chicken Salad with Mango Dressing,multiplier,1,4,"Prep time: 20 minutes. Total time: 35 minutes. Tools: blender. Difficulty: easy. Use enough salad mix for four entree salads. Frozen mango can be used for the dressing; thaw it first before blending.","Main Dishes; Salads; Gluten-Free; Dairy-Free; Easy",
