id,title,base_kind,default_base,servings_per_batch,notes,categories,family
lemon-cake,Vegan Gluten-Free Lemon Cake,multiplier,1,4,Bake in an 8x8-inch square pan (stone preferred; glass/metal ok). Use room-temperature full-fat coconut milk and whisk/blend until completely smooth before measuring.,Desserts & Baking; Family,
