section,text
,"In a skillet, heat {{vegetable_oil}} over medium heat. Sauté {{onion}} and {{canadian_bacon}} for about 5 minutes."
,Add {{collard_greens}} and toss to coat in the fat. Cover and reduce heat.
,"Simmer for 10–15 minutes, stirring frequently, until the greens are tender. Season with {{salt}} and {{black_pepper}} to taste."
