token,option,display,ratio,unit,ingredient_id
olive_oil,,extra-virgin olive oil,1,tbsp,olive-oil
ground_turkey,,ground turkey,1,lb,ground-turkey
garlic,,garlic,1,clove,garlic
sweet_potato,,sweet potato,1,medium,sweet-potato
sea_salt,,sea salt,1/4,tsp,sea-salt
kale,,kale, chopped),2,cup,kale
thyme,,fresh thyme leaves,1,tbsp,thyme
