id,title,base_kind,default_base,servings_per_batch,notes,categories,family
creamy-leek-potato-soup,Creamy Leek and Potato Soup,multiplier,1,4,Adjust milk to your preferred thickness; 1 1/2 cups yields a medium body.,Soups & Stews; Family,
