id,title,base_kind,default_base,servings_per_batch,notes,categories,family
crockpot-hearty-chicken-and-rice-soup,Crockpot Hearty Chicken and Rice Soup,multiplier,1,6,"Slow-cooked chicken and rice soup with fresh herbs, spinach, and lemon.",Crock-Pot; Soups & Stews,
