section,text
,"Brown {{ground_beef}}, stirring with a fork, and drain excess fat."
,"Add {{ketchup}}, {{salt}}, {{onion}}, {{vinegar}}, {{sugar}}, and {{mustard}}."
,"Simmer for about 30 minutes, then spoon onto {{buns}}."
