id,title,base_kind,default_base,servings_per_batch,notes,categories,family
sweet-potatoes-pork-chops-pears,Sweet Potatoes with Pork Chops and Pears,multiplier,1,,"Layered bake with sweet potatoes, seared chops, and a pear syrup glaze.",Mains; Family,
