section,text
,"Add {{water}}, {{milk_powder}}, {{fat}}, {{sugar}}, {{salt}}, and {{flour}} to the bread pan in the order listed."
,"Make a small well in the flour and add {{yeast}}."
,"Select program 4 (Ultra Fast) and start."
