id,title,base_kind,default_base,servings_per_batch,notes,categories,family
cozy-rainbow-vegetable-soup,Cozy Rainbow Vegetable Soup,multiplier,1,4,Also great with peas!,Soups & Stews; Vegan; Gluten-Free; Dairy-Free; Easy,
