section,text
,"Bring a pot of water to a boil, add the {{asparagus}}, and boil for 5 minutes."
,"While the {{asparagus}} boils, heat oil in a skillet over medium heat and add the {{potatoes}} and {{carrots}} in a single layer."
,"Cook the {{potatoes}} and {{carrots}} for 15 minutes, or until they begin to soften."
,"When the {{asparagus}} has boiled for 5 minutes, drain it and set it aside."
,"Push the {{potatoes}} and {{carrots}} to the edges of the skillet. Add the {{sausage}}, {{green_pepper}}, {{yellow_onion}}, {{cajun_seasoning}}, and {{salt}}."
,"Cook uncovered for 10 minutes, or until the {{yellow_onion}} has softened and the {{sausage}} has browned."
,"Add the drained {{asparagus}} back to the skillet, mix everything together, and serve warm."
