id,title,base_kind,default_base,servings_per_batch,notes,categories,family
cajun-skillet,Cajun Skillet,multiplier,1,4,"Prep time: 15 minutes. Total time: 45 minutes. Difficulty: easy. Adjust seasoning for different spice levels.",Main Dishes; Easy,
