id,title,base_kind,default_base,servings_per_batch,notes,categories,family
mac-and-cheese,Mac + Cheese,multiplier,1,4,Let stand for 1 hour or bake at 350°F for 30 minutes.,Sides; Family; Burrows,Burrows
