id,title,base_kind,default_base,servings_per_batch,notes,categories,family
turmeric-chicken-curry,Turmeric Chicken Curry,multiplier,1,4,Bright coconut curry; serve with rice or cauliflower rice and lime wedges.,Mains; Family,
