section,text
,Brown {{ground_beef}} and drain off grease.
,"Stir in {{kidney_beans}}, {{tomato_sauce}}, {{tomato_soup}}, {{chili_powder}}, {{salt}}, and {{black_pepper}}."
,Add {{water}} as needed and cook until it begins to thicken.
