id,title,base_kind,default_base,servings_per_batch,notes,categories,family
watercress-parsley-soup,Watercress and Parsley Soup,multiplier,1,,Quick green soup; blend greens with milk if you prefer a smoother finish.,Soups & Stews; Family,
