id,title,base_kind,default_base,servings_per_batch,notes,categories,family,byline
weeknight-cheesy-baked-chipotle-chicken-tacos,Weeknight Cheesy Baked Chipotle Chicken Tacos with Cilantro Lime Ranch,multiplier,1,6,"Prep time: 15 minutes. Cook time: 25 minutes. Total time: 40 minutes. The source calls for 2–3 tsp chipotle chili powder and 1/4–1/2 tsp crushed red pepper to taste; the ingredient list starts at the lower amount. Optional serving toppings include avocado and red onion. The provided source mentions a homemade hard-shell option but does not include those instructions.","Main Dishes; Tacos; Gluten-Free; Egg-Free; Dairy-Free Option",,Half Baked Harvest
