section,text
,"Add {{water}}, {{milk_powder}}, {{butter}}, {{sugar}}, {{salt}}, and {{flour}} to the bread pan in the order listed."
,"Make a small well in the flour and add {{yeast}}."
,"Select program 9 (Sandwich) and the loaf size, then start."
