id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-sandwich,Bread Maker Sandwich,multiplier,1,,2.0 lb option uses water 12 fl oz; milk powder 2 tbsp; butter 30 g; sugar 2 tbsp; salt 2 tsp; bread flour 4 cups; yeast 1 1/2 tsp.,Bread maker,
