id,title,base_kind,default_base,servings_per_batch,notes,categories,family
sausage-stuffed-acorn-squash,Sausage Stuffed Acorn Squash,multiplier,1,5,Stuff the roasted squash with a cheesy sausage and breadcrumb mixture.,Mains; Family,
