section,text
,"Melt {{fat}} in a saucepan over low heat. Whisk in {{flour}}, {{pepper}}, and {{salt}} if using."
,"Cook, stirring constantly, until bubbly. Remove from heat."
,"Stir in {{chicken_broth}} and {{milk}}. Bring to a boil, stirring constantly, and cook 1 minute."
,"Stir in {{rice}} and {{poultry}}. Add {{mushrooms}}, {{green_pepper}}, {{pimiento}}, and {{almonds}} if desired."
,Pour into an ungreased 2-qt casserole dish and bake uncovered at 350°F for 40 to 45 minutes.
,Garnish with {{parsley}} before serving.
