id,title,base_kind,default_base,servings_per_batch,notes,categories,family
chicken-rice-casserole,Chicken-Rice Casserole,multiplier,1,4,Serves 6. Bake in a 2-qt casserole.,Mains; Family; Burrows,Burrows
