id,title,base_kind,default_base,servings_per_batch,notes,categories,family
basic-roll-dough,Basic Roll Dough,multiplier,1,4,Includes gluten-free and dairy/egg alternatives. Makes enough dough to divide into 3 portions (for 3 small coffee cakes) or about 18–24 small rolls.,Desserts & Baking,
