section,text
,"Whisk {{milk}}, {{egg_whites}}, and {{butter}} together until smooth."
,"Add {{sugar}}, {{salt}}, {{baking_powder}}, and {{flour}} to the bread pan, then pour in the liquid mixture."
,"Make a small well in the dry ingredients and add {{yeast}}."
,"Select program 6 (Cake) and start."
