id,title,base_kind,default_base,servings_per_batch,notes,categories,family
fall-harvest-honeycrisp-apple-kale-salad,Fall Harvest Honeycrisp Apple and Kale Salad,multiplier,1,6,"Prep time: 15 minutes. Cook time: 15 minutes. Total time: 30 minutes. Serves 6. Use Honeycrisp apples for their crisp sweet-tart bite; the generic apples nutrition entry is used for estimates.","Salads; Sides; Gluten-Free; Egg-Free; Fall",
