token,option,display,ratio,unit,ingredient_id
sweet_potatoes,,sweet potatoes (peeled and cut),4,cup,sweet-potato
salt,,salt,1,tsp,salt
brown_sugar,,brown sugar,1,cup,brown-sugar
flour,,flour,1,tsp,wheat-flour
cream,,cream,1/2,cup,cream
