section,text
,Mash the cooked {{potatoes}}.
,Beat in {{butter}} and {{cream_cheese}} until smooth.
,"Stir in {{cheddar_cheese}}, {{pimiento}}, {{green_pepper}}, {{parmesan}}, {{milk}}, {{salt}}, and {{green_onions}}."
,Spoon into a lightly greased 9x13 baking dish and bake at 350°F for 35 minutes.
,Sprinkle with extra {{cheddar_cheese}} and bake until melted.
