section,text
,Cut {{chicken}} into small pieces.
,"Combine {{soup}}, {{milk}}, and {{cheese}} in a saucepan; cook until the cheese melts."
,Spread half of the sauce in the bottom of a baking dish.
,"Spoon some {{chicken}} onto the wide end of each {{crescent_rolls}}, roll up, and place on the sauce."
,Cover with the remaining sauce and bake at 350°F for 30 minutes.
