section,text
,Brown the {{ground_turkey}} in a large pot.
,Add {{onion}} and {{green_pepper}}; cook 2 to 3 minutes.
,"Pour off excess fat and stir in {{crushed_tomatoes}}, {{tomato_sauce}}, {{stewed_tomatoes}}, {{kidney_beans}}, {{chili_powder}}, {{salt}}, {{worcestershire}}, {{paprika}}, {{cayenne}}, {{garlic}}, {{bay_leaves}}, and {{parsley}}."
,"Simmer for 1 hour, then remove the {{bay_leaves}} before serving."
