id,title,base_kind,default_base,servings_per_batch,notes,categories,family
chili-con-carne-turkey,Chili Con Carne (Turkey),multiplier,1,6,Doubled batch made with ground turkey.,Soups & Stews; Family; Burrows,Burrows
