id,title,base_kind,default_base,servings_per_batch,notes,categories,family
brown-rice,Brown Rice,multiplier,1,,"Season with salt, soy sauce, or other seasonings to taste. For wild rice, use 8 cups water and boil 40–55 minutes.",Sides,
