id,title,base_kind,default_base,servings_per_batch,notes,categories,family
arugula-fennel-citrus-salad,"Arugula, Fennel and Citrus Salad",multiplier,1,10,"Prep time: 25 minutes. Total time: 25 minutes. Difficulty: easy. How to supreme grapefruit and orange: remove the membranes so the fruit can be served in clean segments. Trim the ends, set one end flat on a cutting board, and slice off the peel in sections. Hold the fruit over a bowl to catch the juices, then carefully cut toward the center along each membrane until the cuts meet and the segments release. Squeeze the remaining membranes for juice to use in the dressing.","Salads; Gluten-Free; Dairy-Free; Easy",
