id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-french,Bread Maker French,multiplier,1,,2.0 lb option uses water 9 fl oz; sugar 4 tbsp; salt 3/4 tsp; high gluten flour 3 cups; yeast 1 1/2 tsp.,Bread maker,
