id,title,base_kind,default_base,servings_per_batch,notes,categories,family
veggie-teriyaki-stir-fry-noodles,Veggie Teriyaki Stir-Fry with Noodles,multiplier,1,,"Use your favorite noodle and mixed vegetables. For gluten-free, choose gluten-free teriyaki and noodles.",Main Dishes,
