section,text
,"Add {{water}}, {{milk_powder}}, {{egg}}, {{fat}}, {{sugar}}, {{salt}}, {{flour}}, and {{warm_wheat}} to the bread pan in the order listed."
,"Make a small well in the dry ingredients and add {{yeast}}."
,"Select program 5 (Whole Wheat) and the loaf size, then start."
