id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-whole-wheat,Bread Maker Whole Wheat,multiplier,1,,2.0 lb option uses water 7 fl oz; milk powder 2 tsp; egg 1; butter or oil 3 tbsp; sugar 6 1/2 tbsp; salt 3/4 tsp; high gluten flour 2 cups; warm wheat 1 cup; yeast 1 tsp.,Bread maker,
