token,option,display,ratio,unit,ingredient_id
cream_cheese,,cream cheese,8,oz,cream-cheese
salsa,,salsa,8,oz,salsa
ground_beef,,ground beef,1/2,lb,ground-beef
cheese_blend,,cheddar and mozzarella cheese blend,4,oz,cheddar-mozzarella-cheese
