id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-gluten-free,Bread Maker Gluten Free,multiplier,1,,2.0 lb option uses water 5 1/2 fl oz; milk powder 3 3/4 tsp; egg 1; butter or oil 2 1/2 tbsp; sugar 4 tbsp; salt 1/2 tsp; low gluten flour 2 1/2 cups; yeast 1 tsp.,Bread maker,
