section,text
,"Add {{water}}, {{milk_powder}}, {{egg}}, {{fat}}, {{sugar}}, {{salt}}, and {{flour}} to the bread pan in the order listed."
,"Make a small well in the flour and add {{yeast}}."
,"Select program 12 (Gluten Free) and the loaf size, then start."
