id,title,base_kind,default_base,servings_per_batch,notes,categories,family
crunchy-chicken-salad,Crunchy Chicken Salad,multiplier,1,2,"Toasted almonds, crisp vegetables, tamari, and lime make a crunchy gluten-free chicken salad.","Main Dishes; Salads; Gluten-Free; Dairy-Free",
