id,title,base_kind,default_base,servings_per_batch,notes,categories,family
blintzes,Blintzes (Crepes),multiplier,1,,Crepe/blintz wrapper batter. Uses inline ingredient tokens in steps.,Breakfast & Brunch; Family,
