id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-gluten-free-vegan,Bread Maker Gluten Free Vegan,multiplier,1,,Date: 1/7/26. Use program 12 (Gluten Free) with the 2.0 lb preset.,Bread maker,
