id,title,base_kind,default_base,servings_per_batch,notes,categories,family
chicken-noodle-soup,Chicken Noodle Soup,multiplier,1,6,"Prep time: 20 minutes. Total time: 1 hour. Difficulty: easy. Can use bone-in, skin-on chicken thighs; simmer until cooked through before shredding.",Soups & Stews; Easy; Dairy-Free,
