id,title,base_kind,default_base,servings_per_batch,notes,categories,family
bread-maker-basic,Bread Maker Basic,multiplier,1,,2.0 lb option uses water 7 fl oz; milk powder 2 1/2 tsp; egg 1; butter or oil 3 tbsp; sugar 6 1/2 tbsp; salt 1/2 tsp; high gluten flour 2 1/2 cups; yeast 1 tsp.,Bread maker,
