id,title,base_kind,default_base,servings_per_batch,notes,categories,family
orange-sherbet-salad,Orange Sherbet Salad,multiplier,1,,Dream Whip works well in place of homemade whipped cream.,Desserts & Baking; Family; Burrows,Burrows
