section,text
,Combine {{orange_gelatin}} with {{boiling_water}} and stir until dissolved.
,Add {{orange_sherbet}} and mix until melted and smooth.
,Chill until the mixture is partially set, then fold in {{mandarin_oranges}}.
,Fold in {{whipped_cream}}.
,Pour into a buttered mold and chill until fully set.
