id,title,base_kind,default_base,notes,categories,family
slow-cooker-beef-stew,Slow Cooker Beef Stew,multiplier,1,Classic slow-cooked beef stew with potatoes, carrots, and peas.,Crock-Pot; Soups & Stews,
