section,text
,"Preheat the oven to 350°F (175°C)."
,"Combine {{celery_soup}}, {{chicken_soup}}, and {{rotel}} in a bowl."
,"In a baking dish, layer {{cooked_chicken}}, {{velveeta}}, and {{nacho_chips}}."
,"Pour the soup mixture evenly over the top."
,"Bake for 30 minutes, until bubbly and hot throughout."
